"subjid","condition","gamble_order_exp","type","reward","probability","choicenum","bdm","rt","payoffPos"
125,1,25,"1",667,78,26,498,7.515,"bottom"
125,1,4,"1",78,98,5,76,6.028,"bottom"
125,1,48,"1",874,69,49,638,8.84,"bottom"
125,1,63,"1",1128,59,64,816,10.354,"bottom"
125,1,96,"1",1667,37,97,1072,19.981,"bottom"
125,1,39,"1",727,69,40,552,5.139,"bottom"
125,1,5,"1",69,97,6,64,9.229,"bottom"
125,1,56,"1",973,58,57,638,12.073,"bottom"
125,1,51,"1",898,60,52,638,6.801,"bottom"
125,1,87,"1",1511,37,88,1006,8.069,"bottom"
125,1,100,"1",1796,30,101,1091,12.519,"bottom"
125,1,77,"1",1285,50,78,944,6.132,"bottom"
125,1,62,"1",1093,56,63,781,21.64,"bottom"
125,1,72,"1",1277,54,73,971,5.948,"bottom"
125,1,9,"1",172,93,10,142,9.12,"bottom"
125,1,17,"1",359,84,18,715,27.378,"bottom"
125,1,93,"1",1682,33,94,952,9.373,"bottom"
125,1,47,"1",934,66,48,727,10.467,"bottom"
125,1,19,"1",475,84,20,413,6.269,"bottom"
125,1,35,"1",696,72,36,533,16.807,"bottom"
125,1,69,"1",1076,57,70,738,8.207,"bottom"
125,1,95,"1",1732,31,96,1110,9.567,"bottom"
125,1,14,"1",321,87,15,882,8.926,"bottom"
125,1,61,"1",1013,57,62,653,10.443,"bottom"
125,1,84,"1",1527,40,85,998,12.011,"bottom"
125,1,6,"1",83,97,7,630,4.133,"bottom"
125,1,13,"1",281,88,14,277,4.696,"bottom"
125,1,71,"1",1278,54,72,901,7.29,"bottom"
125,1,97,"1",1704,33,98,1304,7.476,"bottom"
125,1,86,"1",1508,39,87,1207,10.964,"bottom"
125,1,34,"1",766,71,35,568,5.196,"bottom"
125,1,21,"1",494,78,22,444,4.133,"bottom"
125,1,106,"1",1744,29,107,1103,7.296,"bottom"
125,1,139,"1",2316,6,140,1800,24.165,"bottom"
125,1,121,"1",1990,19,122,1328,16.572,"bottom"
125,1,132,"1",2195,14,133,1517,8.447,"bottom"
125,1,135,"1",2223,11,136,1223,6.175,"bottom"
125,1,102,"1",1795,30,103,1037,10.136,"bottom"
125,1,144,"1",2448,2,145,1110,8.522,"bottom"
125,1,103,"1",1705,31,104,1203,11.531,"bottom"
125,1,125,"1",2145,15,126,1359,8.283,"bottom"
125,1,159,"center",1453,61,10,1045,6.802,"bottom"
125,1,114,"1",1947,24,115,1312,11.372,"bottom"
125,1,101,"1",1745,30,102,1250,7.601,"bottom"
125,1,109,"1",1830,26,110,1409,8.038,"bottom"
125,1,113,"1",1924,22,114,1324,5.785,"bottom"
125,1,134,"1",2244,11,135,1800,11.581,"bottom"
125,1,148,"1",2461,1,149,1506,9.816,"bottom"
125,1,156,"center",1143,43,7,839,16.103,"bottom"
125,1,158,"center",1336,50,9,1052,13.893,"bottom"
125,1,140,"1",2345,7,141,1405,17.129,"bottom"
125,1,123,"1",2078,17,124,1091,7.839,"bottom"
125,1,142,"1",2383,4,143,1021,19.349,"bottom"
125,1,138,"1",2320,9,139,1521,8.799,"bottom"
125,1,108,"1",1775,28,109,1246,7.199,"bottom"
125,1,104,"1",1722,31,105,1231,9.139,"bottom"
125,1,110,"1",1844,24,111,1300,4.602,"bottom"
125,1,147,"1",2463,2,148,1773,12.994,"bottom"
125,1,149,"1",2485,1,150,1498,12.927,"bottom"
125,1,122,"1",2062,20,123,1254,6.583,"bottom"
125,1,160,"BL",297,12,1,184,10.015,"bottom"
125,1,164,"BR",2161,15,5,1610,7.183,"bottom"
125,1,107,"1",1874,29,108,1269,9.208,"bottom"
125,1,119,"1",1935,21,120,1343,9.925,"bottom"
125,1,165,"BR",2069,3,6,1591,8.93,"bottom"
125,1,162,"BL",174,3,3,487,3.486,"bottom"
125,1,137,"1",2271,8,138,843,9.513,"bottom"
125,1,167,"TL",43,94,8,882,3.476,"bottom"
125,1,146,"1",2456,2,147,1928,10.679,"bottom"
125,1,145,"1",2454,2,146,1378,5.118,"bottom"
125,1,136,"1",2251,11,137,1161,7.358,"bottom"
125,1,166,"TL",297,82,7,983,3.141,"bottom"
125,1,163,"BR",2326,12,4,1397,13.705,"bottom"
125,1,152,"center",1061,50,3,824,6.729,"bottom"
125,1,133,"1",2234,12,134,1560,11.884,"bottom"
125,1,168,"TL",174,82,9,893,3.218,"bottom"
125,1,161,"BL",43,15,2,731,2.634,"bottom"
125,1,169,"TR",2326,82,10,2002,15.517,"bottom"
125,1,126,"1",2133,16,127,1479,4.692,"bottom"
125,1,127,"1",2151,16,128,1471,6.378,"bottom"
125,1,115,"1",1990,30,116,1475,10.178,"bottom"
125,1,154,"center",1423,42,5,994,7.338,"bottom"
125,1,124,"1",2062,19,125,1200,3.79,"bottom"
125,1,105,"1",1768,32,106,1300,5.634,"bottom"
125,1,111,"1",1872,25,112,1134,10.536,"bottom"
125,1,128,"1",2146,15,129,1514,3.694,"bottom"
125,1,118,"1",1968,21,119,1250,6.911,"bottom"
125,1,141,"1",2321,7,142,1638,6.355,"bottom"
125,1,153,"center",1494,40,4,979,7.424,"bottom"
125,1,151,"center",1116,50,2,882,6.752,"bottom"
125,1,143,"1",2423,4,144,1638,9.192,"bottom"
125,1,171,"TR",2069,82,12,1847,7.928,"bottom"
125,1,131,"1",2205,12,132,1897,8.844,"bottom"
125,1,129,"1",2172,14,130,1459,6.818,"bottom"
125,1,170,"TR",2161,94,11,1998,10.462,"bottom"
125,1,150,"center",1181,60,1,1002,7.832,"bottom"
125,1,117,"1",2007,21,118,1203,5.607,"bottom"
125,1,120,"1",2072,20,121,1335,8.909,"bottom"
125,1,112,"1",1860,27,113,1110,17.871,"bottom"
125,1,116,"1",2001,21,117,1141,6.749,"bottom"
125,1,157,"center",1413,47,8,1169,6.283,"bottom"
125,1,130,"1",2167,13,131,1370,4.152,"bottom"
125,1,155,"center",1019,39,6,820,18.927,"bottom"
126,1,48,"1",874,69,49,556,29.92,"top"
126,1,29,"1",662,74,30,471,32.113,"top"
126,1,3,"1",31,99,4,29,26.374,"top"
126,1,47,"1",934,66,48,620,32.057,"top"
126,1,92,"1",1603,38,93,425,24.468,"top"
126,1,68,"1",1119,54,69,560,21.904,"top"
126,1,36,"1",784,72,37,541,24.144,"top"
126,1,97,"1",1704,33,98,560,23.135,"top"
126,1,7,"1",101,97,8,97,26.085,"top"
126,1,50,"1",970,65,51,636,26.402,"top"
126,1,35,"1",696,72,36,483,17.348,"top"
126,1,0,"1",3,100,1,2,20.828,"top"
126,1,86,"1",1508,39,87,585,26.735,"top"
126,1,2,"1",24,99,3,23,9.982,"top"
126,1,8,"1",110,95,9,103,19.066,"top"
126,1,55,"1",973,62,56,583,32.028,"top"
126,1,26,"1",634,75,27,474,22.317,"top"
126,1,21,"1",494,78,22,390,21.689,"top"
126,1,83,"1",1462,45,84,649,31.755,"top"
126,1,58,"1",977,61,59,587,16.739,"top"
126,1,17,"1",359,84,18,285,22.46,"top"
126,1,38,"1",839,73,39,580,16.742,"top"
126,1,5,"1",69,97,6,66,13.766,"top"
126,1,77,"1",1285,50,78,640,20.674,"top"
126,1,52,"1",877,59,53,533,21.233,"top"
126,1,87,"1",1511,37,88,560,41.606,"top"
126,1,71,"1",1278,54,72,680,24.82,"top"
126,1,91,"1",1623,38,92,634,21.543,"top"
126,1,56,"1",973,58,57,560,28.812,"top"
126,1,93,"1",1682,33,94,556,21.655,"top"
126,1,22,"1",528,82,23,413,29.403,"top"
126,1,88,"1",1651,40,89,634,9.861,"top"
126,1,78,"1",1496,43,79,599,23.512,"top"
126,1,80,"1",1335,45,81,595,45.106,"top"
126,1,59,"1",1001,61,60,600,12.824,"top"
126,1,79,"1",1142,42,80,456,18.575,"top"
126,1,30,"1",695,75,31,401,36.282,"top"
126,1,65,"1",1111,54,66,425,10.231,"top"
126,1,62,"1",1093,56,63,378,5.375,"top"
126,1,41,"1",749,69,42,541,18.737,"top"
126,1,60,"1",1039,58,61,343,4.122,"top"
126,1,84,"1",1527,40,85,514,4.68,"top"
126,1,63,"1",1128,59,64,502,8.167,"top"
126,1,20,"1",483,83,21,332,6.849,"top"
126,1,34,"1",766,71,35,428,14.122,"top"
126,1,33,"1",651,69,34,382,7.314,"top"
126,1,98,"1",1722,33,99,475,6.712,"top"
126,1,82,"1",1446,44,83,560,8.371,"top"
126,1,57,"1",1046,60,58,518,29.87,"top"
126,1,89,"1",1524,33,90,452,12.205,"top"
126,1,25,"1",667,78,26,444,10.712,"top"
126,1,6,"1",83,97,7,76,11.376,"top"
126,1,51,"1",898,60,52,514,7.638,"top"
126,1,44,"1",803,70,45,498,4.668,"top"
126,1,100,"1",1796,30,101,405,10.822,"top"
126,1,61,"1",1013,57,62,401,4.646,"top"
126,1,81,"1",1305,47,82,537,14.37,"top"
126,1,10,"1",177,93,11,149,6.335,"top"
126,1,23,"1",550,81,24,401,12.32,"top"
126,1,13,"1",281,88,14,227,10.614,"top"
126,1,31,"1",687,69,32,432,6.165,"top"
126,1,64,"1",944,57,65,494,10.336,"top"
126,1,66,"1",1191,59,67,642,16.525,"top"
126,1,69,"1",1076,57,70,572,21.052,"top"
126,1,18,"1",387,82,19,301,16.179,"top"
126,1,42,"1",824,64,43,479,10.529,"top"
126,1,9,"1",172,93,10,161,13.239,"top"
126,1,4,"1",78,98,5,72,11.537,"top"
126,1,45,"1",846,64,46,490,26.301,"top"
126,1,11,"1",190,92,12,157,11.518,"top"
126,1,14,"1",321,87,15,273,9.962,"top"
126,1,1,"1",7,100,2,6,7.261,"top"
126,1,75,"1",1209,45,76,498,12.808,"top"
126,1,99,"1",1722,32,100,498,10.022,"top"
126,1,19,"1",475,84,20,386,9.644,"top"
126,1,40,"1",752,72,41,514,12.658,"top"
126,1,85,"1",1560,39,86,545,12.123,"top"
126,1,12,"1",279,88,13,231,16.02,"top"
126,1,28,"1",597,74,29,405,15.205,"top"
126,1,16,"1",416,85,17,308,17.771,"top"
126,1,49,"1",889,68,50,556,20.184,"top"
126,1,15,"1",363,83,16,281,12.173,"top"
126,1,90,"1",1483,39,91,541,9.121,"top"
126,1,96,"1",1667,37,97,564,20.913,"top"
126,1,39,"1",727,69,40,487,9.36,"top"
126,1,46,"1",813,66,47,448,18.091,"top"
126,1,74,"1",1307,53,75,645,9.611,"top"
126,1,73,"1",1208,47,74,556,6.431,"top"
126,1,24,"1",542,80,25,428,13.411,"top"
126,1,95,"1",1732,31,96,514,10.028,"top"
126,1,27,"1",521,76,28,363,18.754,"top"
126,1,70,"1",1160,52,71,549,8.639,"top"
126,1,43,"1",763,66,44,487,15.756,"top"
126,1,72,"1",1277,54,73,603,6.932,"top"
126,1,76,"1",1234,50,77,603,5.94,"top"
126,1,94,"1",1625,37,95,487,13.173,"top"
126,1,37,"1",758,71,38,506,19.291,"top"
126,1,67,"1",1170,57,68,552,27.374,"top"
126,1,53,"1",919,62,54,498,6.766,"top"
126,1,32,"1",615,73,33,409,5.665,"top"
126,1,54,"1",969,60,55,525,33.858,"top"
126,1,166,"TL",297,82,7,200,6.389,"top"
126,1,159,"center",1453,61,10,560,8.355,"top"
126,1,170,"TR",2161,94,11,622,14.004,"top"
126,1,135,"1",2223,11,136,208,13.636,"top"
126,1,154,"center",1423,42,5,301,11.187,"top"
126,1,114,"1",1947,24,115,452,16.717,"top"
126,1,109,"1",1830,26,110,428,6.997,"top"
126,1,123,"1",2078,17,124,355,7.849,"top"
126,1,126,"1",2133,16,127,262,14.35,"top"
126,1,124,"1",2062,19,125,351,7.592,"top"
126,1,107,"1",1874,29,108,533,20.714,"top"
126,1,133,"1",2234,12,134,219,10.528,"top"
126,1,139,"1",2316,6,140,118,11.687,"top"
126,1,158,"center",1336,50,9,661,9.652,"top"
126,1,129,"1",2172,14,130,293,12.355,"top"
126,1,167,"TL",43,94,8,39,17.927,"top"
126,1,141,"1",2321,7,142,122,10.071,"top"
126,1,151,"center",1116,50,2,537,6.364,"top"
126,1,146,"1",2456,2,147,41,15.872,"top"
126,1,116,"1",2001,21,117,394,11.1,"top"
126,1,101,"1",1745,30,102,487,10.391,"top"
126,1,169,"TR",2326,82,10,1831,28.347,"top"
126,1,161,"BL",43,15,2,5,14.253,"top"
126,1,171,"TR",2069,82,12,1603,18.589,"top"
126,1,127,"1",2151,16,128,301,13.03,"top"
126,1,152,"center",1061,50,3,502,7.275,"top"
126,1,115,"1",1990,30,116,552,14.592,"top"
126,1,136,"1",2251,11,137,231,14.765,"top"
126,1,147,"1",2463,2,148,41,7.785,"top"
126,1,142,"1",2383,4,143,91,13.805,"top"
126,1,156,"center",1143,43,7,463,13.241,"top"
126,1,145,"1",2454,2,146,40,10.755,"top"
126,1,137,"1",2271,8,138,165,10.131,"top"
126,1,106,"1",1744,29,107,498,5.932,"top"
126,1,125,"1",2145,15,126,262,18.819,"top"
126,1,150,"center",1181,60,1,649,10.6,"top"
126,1,168,"TL",174,82,9,99,10.883,"top"
126,1,118,"1",1968,21,119,359,13.107,"top"
126,1,134,"1",2244,11,135,219,6.521,"top"
126,1,120,"1",2072,20,121,355,5.78,"top"
126,1,112,"1",1860,27,113,421,10.408,"top"
126,1,111,"1",1872,25,112,456,24.396,"top"
126,1,117,"1",2007,21,118,382,14.349,"top"
126,1,155,"center",1019,39,6,343,6.515,"top"
126,1,131,"1",2205,12,132,219,5.946,"top"
126,1,121,"1",1990,19,122,382,8.893,"top"
126,1,140,"1",2345,7,141,157,8.248,"top"
126,1,104,"1",1722,31,105,498,5.091,"top"
126,1,144,"1",2448,2,145,49,7.503,"top"
126,1,110,"1",1844,24,111,436,15.547,"top"
126,1,157,"center",1413,47,8,618,8.265,"top"
126,1,113,"1",1924,22,114,378,11.5,"top"
126,1,122,"1",2062,20,123,390,14.224,"top"
126,1,102,"1",1795,30,103,514,12.281,"top"
126,1,148,"1",2461,1,149,18,7.878,"top"
126,1,138,"1",2320,9,139,200,7.598,"top"
126,1,165,"BR",2069,3,6,60,4.401,"top"
126,1,119,"1",1935,21,120,378,11.647,"top"
126,1,105,"1",1768,32,106,498,10.714,"top"
126,1,162,"BL",174,3,3,4,7.797,"top"
126,1,143,"1",2423,4,144,84,10.167,"top"
126,1,108,"1",1775,28,109,490,6.902,"top"
126,1,164,"BR",2161,15,5,304,21.919,"top"
126,1,149,"1",2485,1,150,22,5.502,"top"
126,1,128,"1",2146,15,129,312,18.422,"top"
126,1,163,"BR",2326,12,4,215,7.479,"top"
126,1,130,"1",2167,13,131,258,14.597,"top"
126,1,132,"1",2195,14,133,246,14.471,"top"
126,1,153,"center",1494,40,4,564,8.528,"top"
126,1,103,"1",1705,31,104,483,5.498,"top"
126,1,160,"BL",297,12,1,25,5.784,"top"
127,1,32,"1",615,73,33,704,10.952,"bottom"
127,1,49,"1",889,68,50,1192,4.601,"bottom"
127,1,6,"1",83,97,7,386,5.077,"bottom"
127,1,94,"1",1625,37,95,1227,8.29,"bottom"
127,1,20,"1",483,83,21,723,7.05,"bottom"
127,1,25,"1",667,78,26,816,2.76,"bottom"
127,1,26,"1",634,75,27,866,2.954,"bottom"
127,1,76,"1",1234,50,77,1258,4.781,"bottom"
127,1,38,"1",839,73,39,955,8.773,"bottom"
127,1,46,"1",813,66,47,831,2.815,"bottom"
127,1,23,"1",550,81,24,789,3.638,"bottom"
127,1,54,"1",969,60,55,808,9.422,"bottom"
127,1,62,"1",1093,56,63,1149,2.691,"bottom"
127,1,30,"1",695,75,31,1072,11.148,"bottom"
127,1,18,"1",387,82,19,758,2.787,"bottom"
127,1,86,"1",1508,39,87,1452,6.513,"bottom"
127,1,10,"1",177,93,11,490,4.6,"bottom"
127,1,81,"1",1305,47,82,1432,2.876,"bottom"
127,1,91,"1",1623,38,92,1352,9.681,"bottom"
127,1,68,"1",1119,54,69,1467,2.387,"bottom"
127,1,34,"1",766,71,35,1169,5.778,"bottom"
127,1,42,"1",824,64,43,777,16.013,"bottom"
127,1,8,"1",110,95,9,122,16.952,"bottom"
127,1,13,"1",281,88,14,208,40.414,"bottom"
127,1,85,"1",1560,39,86,1017,6.831,"bottom"
127,1,87,"1",1511,37,88,963,5.13,"bottom"
127,1,95,"1",1732,31,96,928,9.678,"bottom"
127,1,5,"1",69,97,6,68,17.786,"bottom"
127,1,74,"1",1307,53,75,1200,23.617,"bottom"
127,1,24,"1",542,80,25,382,33.622,"bottom"
127,1,63,"1",1128,59,64,1072,5.327,"bottom"
127,1,55,"1",973,62,56,1188,95.233,"bottom"
127,1,100,"1",1796,30,101,498,21.877,"bottom"
127,1,61,"1",1013,57,62,564,7.599,"bottom"
127,1,11,"1",190,92,12,165,45.462,"bottom"
127,1,29,"1",662,74,30,521,8.084,"bottom"
127,1,14,"1",321,87,15,285,6.982,"bottom"
127,1,3,"1",31,99,4,30,17.723,"bottom"
127,1,99,"1",1722,32,100,959,6.547,"bottom"
127,1,21,"1",494,78,22,421,6.269,"bottom"
127,1,73,"1",1208,47,74,665,51.486,"bottom"
127,1,83,"1",1462,45,84,673,9.848,"bottom"
127,1,93,"1",1682,33,94,386,22.01,"bottom"
127,1,60,"1",1039,58,61,727,8.992,"bottom"
127,1,1,"1",7,100,2,7,7.364,"bottom"
127,1,79,"1",1142,42,80,599,9.993,"bottom"
127,1,16,"1",416,85,17,397,5.174,"bottom"
127,1,65,"1",1111,54,66,591,5.458,"bottom"
127,1,97,"1",1704,33,98,444,3.695,"bottom"
127,1,7,"1",101,97,8,87,5.662,"bottom"
127,1,48,"1",874,69,49,490,15.109,"bottom"
127,1,70,"1",1160,52,71,576,9.457,"bottom"
127,1,67,"1",1170,57,68,688,5.427,"bottom"
127,1,64,"1",944,57,65,494,2.71,"bottom"
127,1,44,"1",803,70,45,580,4.321,"bottom"
127,1,58,"1",977,61,59,622,5.671,"bottom"
127,1,82,"1",1446,44,83,676,8.926,"bottom"
127,1,31,"1",687,69,32,339,25.933,"bottom"
127,1,36,"1",784,72,37,479,4.806,"bottom"
127,1,12,"1",279,88,13,223,13.119,"bottom"
127,1,51,"1",898,60,52,425,2.754,"bottom"
127,1,78,"1",1496,43,79,719,6.733,"bottom"
127,1,84,"1",1527,40,85,735,12.304,"bottom"
127,1,0,"1",3,100,1,3,5.346,"bottom"
127,1,57,"1",1046,60,58,583,7.544,"bottom"
127,1,19,"1",475,84,20,328,8.268,"bottom"
127,1,35,"1",696,72,36,576,8.517,"bottom"
127,1,77,"1",1285,50,78,707,41.733,"bottom"
127,1,4,"1",78,98,5,76,10.723,"bottom"
127,1,39,"1",727,69,40,514,4.445,"bottom"
127,1,72,"1",1277,54,73,595,7.237,"bottom"
127,1,37,"1",758,71,38,649,30.573,"bottom"
127,1,59,"1",1001,61,60,638,5.072,"bottom"
127,1,28,"1",597,74,29,494,5.86,"bottom"
127,1,43,"1",763,66,44,436,5.148,"bottom"
127,1,98,"1",1722,33,99,537,6.018,"bottom"
127,1,90,"1",1483,39,91,514,13.757,"bottom"
127,1,47,"1",934,66,48,630,4.536,"bottom"
127,1,69,"1",1076,57,70,456,3.302,"bottom"
127,1,17,"1",359,84,18,308,5.599,"bottom"
127,1,53,"1",919,62,54,541,10.626,"bottom"
127,1,41,"1",749,69,42,541,10.156,"bottom"
127,1,80,"1",1335,45,81,719,3.327,"bottom"
127,1,66,"1",1191,59,67,684,3.81,"bottom"
127,1,45,"1",846,64,46,510,2.967,"bottom"
127,1,33,"1",651,69,34,347,4.102,"bottom"
127,1,2,"1",24,99,3,23,10.582,"bottom"
127,1,50,"1",970,65,51,529,4.645,"bottom"
127,1,27,"1",521,76,28,421,8.036,"bottom"
127,1,89,"1",1524,33,90,467,8.568,"bottom"
127,1,75,"1",1209,45,76,510,5.015,"bottom"
127,1,15,"1",363,83,16,320,46.335,"bottom"
127,1,96,"1",1667,37,97,545,4.344,"bottom"
127,1,88,"1",1651,40,89,541,8.864,"bottom"
127,1,9,"1",172,93,10,166,8.247,"bottom"
127,1,71,"1",1278,54,72,680,5.884,"bottom"
127,1,52,"1",877,59,53,541,4.298,"bottom"
127,1,22,"1",528,82,23,506,5.049,"bottom"
127,1,40,"1",752,72,41,642,6.313,"bottom"
127,1,56,"1",973,58,57,514,6.261,"bottom"
127,1,92,"1",1603,38,93,634,52.199,"bottom"
127,1,108,"1",1775,28,109,382,67.491,"bottom"
127,1,166,"TL",297,82,7,242,2.857,"bottom"
127,1,154,"center",1423,42,5,781,6.675,"bottom"
127,1,110,"1",1844,24,111,397,54.702,"bottom"
127,1,159,"center",1453,61,10,800,4.538,"bottom"
127,1,109,"1",1830,26,110,498,2.974,"bottom"
127,1,135,"1",2223,11,136,967,6.621,"bottom"
127,1,111,"1",1872,25,112,494,4.738,"bottom"
127,1,124,"1",2062,19,125,781,4.139,"bottom"
127,1,119,"1",1935,21,120,521,6.085,"bottom"
127,1,101,"1",1745,30,102,568,6.732,"bottom"
127,1,118,"1",1968,21,119,498,80.364,"bottom"
127,1,145,"1",2454,2,146,595,1.999,"bottom"
127,1,131,"1",2205,12,132,428,1.64,"bottom"
127,1,133,"1",2234,12,134,479,1.87,"bottom"
127,1,116,"1",2001,21,117,518,3.941,"bottom"
127,1,114,"1",1947,24,115,320,4.023,"bottom"
127,1,167,"TL",43,94,8,38,9.78,"bottom"
127,1,141,"1",2321,7,142,320,4.171,"bottom"
127,1,152,"center",1061,50,3,537,5.89,"bottom"
127,1,106,"1",1744,29,107,456,52.146,"bottom"
127,1,156,"center",1143,43,7,518,3.042,"bottom"
127,1,102,"1",1795,30,103,432,8.701,"bottom"
127,1,123,"1",2078,17,124,262,3.912,"bottom"
127,1,136,"1",2251,11,137,270,2.214,"bottom"
127,1,103,"1",1705,31,104,549,4.621,"bottom"
127,1,125,"1",2145,15,126,335,2.047,"bottom"
127,1,143,"1",2423,4,144,208,1.81,"bottom"
127,1,117,"1",2007,21,118,347,2.821,"bottom"
127,1,164,"BR",2161,15,5,246,1.749,"bottom"
127,1,134,"1",2244,11,135,281,4.208,"bottom"
127,1,140,"1",2345,7,141,107,2.575,"bottom"
127,1,113,"1",1924,22,114,483,7.774,"bottom"
127,1,115,"1",1990,30,116,339,3.081,"bottom"
127,1,137,"1",2271,8,138,250,7.99,"bottom"
127,1,169,"TR",2326,82,10,1897,13.698,"bottom"
127,1,147,"1",2463,2,148,68,48.844,"bottom"
127,1,165,"BR",2069,3,6,146,54.695,"bottom"
127,1,158,"center",1336,50,9,785,2.455,"bottom"
127,1,127,"1",2151,16,128,196,3.314,"bottom"
127,1,128,"1",2146,15,129,246,1.658,"bottom"
127,1,107,"1",1874,29,108,374,51.059,"bottom"
127,1,105,"1",1768,32,106,463,1.472,"bottom"
127,1,138,"1",2320,9,139,347,1.7,"bottom"
127,1,121,"1",1990,19,122,382,2.535,"bottom"
127,1,148,"1",2461,1,149,157,2.79,"bottom"
127,1,112,"1",1860,27,113,281,3.27,"bottom"
127,1,162,"BL",174,3,3,45,14.46,"bottom"
127,1,171,"TR",2069,82,12,1800,7.141,"bottom"
127,1,132,"1",2195,14,133,456,2.875,"bottom"
127,1,130,"1",2167,13,131,204,1.821,"bottom"
127,1,170,"TR",2161,94,11,2130,8.985,"bottom"
127,1,155,"center",1019,39,6,428,39.514,"bottom"
127,1,120,"1",2072,20,121,343,4.502,"bottom"
127,1,146,"1",2456,2,147,91,10.178,"bottom"
127,1,126,"1",2133,16,127,250,6.726,"bottom"
127,1,129,"1",2172,14,130,374,4.631,"bottom"
127,1,122,"1",2062,20,123,432,3.283,"bottom"
127,1,150,"center",1181,60,1,642,4.289,"bottom"
127,1,161,"BL",43,15,2,18,4.602,"bottom"
127,1,168,"TL",174,82,9,146,6.129,"bottom"
127,1,139,"1",2316,6,140,211,5.992,"bottom"
127,1,144,"1",2448,2,145,64,10.553,"bottom"
127,1,151,"center",1116,50,2,545,5.379,"bottom"
127,1,142,"1",2383,4,143,91,7.853,"bottom"
127,1,157,"center",1413,47,8,738,11.898,"bottom"
127,1,104,"1",1722,31,105,425,3.223,"bottom"
127,1,160,"BL",297,12,1,293,5.933,"bottom"
127,1,163,"BR",2326,12,4,262,3.823,"bottom"
127,1,153,"center",1494,40,4,738,8.379,"bottom"
127,1,149,"1",2485,1,150,29,5.969,"bottom"
128,1,9,"1",172,93,10,161,26.767,"top"
128,1,75,"1",1209,45,76,502,23.514,"top"
128,1,2,"1",24,99,3,23,22.062,"top"
128,1,38,"1",839,73,39,700,19.495,"top"
128,1,41,"1",749,69,42,500,13.108,"top"
128,1,64,"1",944,57,65,600,22.504,"top"
128,1,57,"1",1046,60,58,750,12.428,"top"
128,1,60,"1",1039,58,61,549,16.634,"top"
128,1,69,"1",1076,57,70,599,14.822,"top"
128,1,14,"1",321,87,15,250,12.788,"top"
128,1,58,"1",977,61,59,688,13.622,"top"
128,1,20,"1",483,83,21,405,10.728,"top"
128,1,44,"1",803,70,45,649,10.769,"top"
128,1,49,"1",889,68,50,700,12.2,"top"
128,1,85,"1",1560,39,86,401,15.161,"top"
128,1,33,"1",651,69,34,500,16.066,"top"
128,1,28,"1",597,74,29,401,11.702,"top"
128,1,46,"1",813,66,47,599,6.888,"top"
128,1,32,"1",615,73,33,500,11.744,"top"
128,1,84,"1",1527,40,85,599,9.938,"top"
128,1,21,"1",494,78,22,400,20.629,"top"
128,1,25,"1",667,78,26,568,13.467,"top"
128,1,24,"1",542,80,25,500,15.592,"top"
128,1,40,"1",752,72,41,638,7.948,"top"
128,1,59,"1",1001,61,60,397,20.117,"top"
128,1,66,"1",1191,59,67,521,13.17,"top"
128,1,51,"1",898,60,52,673,7.57,"top"
128,1,99,"1",1722,32,100,405,9.046,"top"
128,1,63,"1",1128,59,64,502,16.033,"top"
128,1,70,"1",1160,52,71,487,9.712,"top"
128,1,97,"1",1704,33,98,510,14.212,"top"
128,1,72,"1",1277,54,73,510,6.01,"top"
128,1,17,"1",359,84,18,300,12.458,"top"
128,1,61,"1",1013,57,62,500,9.645,"top"
128,1,98,"1",1722,33,99,289,14.187,"top"
128,1,78,"1",1496,43,79,525,10.424,"top"
128,1,80,"1",1335,45,81,460,14.05,"top"
128,1,62,"1",1093,56,63,499,18.202,"top"
128,1,94,"1",1625,37,95,304,17.325,"top"
128,1,56,"1",973,58,57,409,13.668,"top"
128,1,10,"1",177,93,11,161,9.132,"top"
128,1,15,"1",363,83,16,300,12.167,"top"
128,1,82,"1",1446,44,83,521,11.028,"top"
128,1,91,"1",1623,38,92,506,18.827,"top"
128,1,54,"1",969,60,55,444,8.51,"top"
128,1,19,"1",475,84,20,400,16.851,"top"
128,1,6,"1",83,97,7,80,10.009,"top"
128,1,37,"1",758,71,38,599,7.123,"top"
128,1,68,"1",1119,54,69,500,12.416,"top"
128,1,77,"1",1285,50,78,521,13.71,"top"
128,1,3,"1",31,99,4,29,12.797,"top"
128,1,92,"1",1603,38,93,502,14.685,"top"
128,1,47,"1",934,66,48,804,22.052,"top"
128,1,22,"1",528,82,23,452,9.862,"top"
128,1,39,"1",727,69,40,607,23.804,"top"
128,1,36,"1",784,72,37,661,6.109,"top"
128,1,73,"1",1208,47,74,552,9.962,"top"
128,1,88,"1",1651,40,89,405,16.07,"top"
128,1,45,"1",846,64,46,704,7.495,"top"
128,1,93,"1",1682,33,94,448,9.665,"top"
128,1,5,"1",69,97,6,62,14.807,"top"
128,1,18,"1",387,82,19,300,11.032,"top"
128,1,96,"1",1667,37,97,525,19.214,"top"
128,1,81,"1",1305,47,82,549,11.45,"top"
128,1,89,"1",1524,33,90,456,11.013,"top"
128,1,13,"1",281,88,14,250,10.95,"top"
128,1,76,"1",1234,50,77,600,11.113,"top"
128,1,95,"1",1732,31,96,500,21.051,"top"
128,1,23,"1",550,81,24,506,14.167,"top"
128,1,8,"1",110,95,9,100,20.172,"top"
128,1,87,"1",1511,37,88,500,14.692,"top"
