"subjid","condition","gamble_order_exp","type","reward","probability","choicenum","bdm","rt","payoffPos"
217,1,36,"1",784,72,37,742,11.473,"bottom"
217,1,71,"1",1278,54,72,1048,11.683,"bottom"
217,1,54,"1",969,60,55,921,8.501,"bottom"
217,1,7,"1",101,97,8,99,13.311,"bottom"
217,1,94,"1",1625,37,95,983,14.385,"bottom"
217,1,50,"1",970,65,51,808,14.868,"bottom"
217,1,120,"1",2072,20,121,994,10.793,"bottom"
217,1,166,"TL",297,82,7,285,15.727,"bottom"
217,1,108,"1",1775,28,109,1021,25.951,"bottom"
217,1,158,"center",1336,50,9,1126,6.823,"bottom"
217,1,113,"1",1924,22,114,1223,7.016,"bottom"
217,1,126,"1",2133,16,127,1250,24.104,"bottom"
217,1,171,"TR",2069,82,12,2010,22.811,"bottom"
217,1,133,"1",2234,12,134,1188,26.302,"bottom"
217,1,170,"TR",2161,94,11,2110,21.208,"bottom"
217,1,162,"BL",174,3,3,45,19.103,"bottom"
217,1,106,"1",1744,29,107,1025,10.376,"bottom"
217,1,165,"BR",2069,3,6,630,11.123,"bottom"
217,1,128,"1",2146,15,129,514,10.766,"bottom"
217,1,151,"center",1116,50,2,890,11.119,"bottom"
217,1,116,"1",2001,21,117,959,12.579,"bottom"
217,1,111,"1",1872,25,112,1099,16.649,"bottom"
217,1,119,"1",1935,21,120,1048,23.252,"bottom"
217,1,141,"1",2321,7,142,843,10.468,"bottom"
217,1,129,"1",2172,14,130,913,7.897,"bottom"
217,1,107,"1",1874,29,108,1002,16.634,"bottom"
217,1,130,"1",2167,13,131,983,6.202,"bottom"
217,1,117,"1",2007,21,118,1033,6.287,"bottom"
217,1,122,"1",2062,20,123,1114,9.504,"bottom"
217,1,146,"1",2456,2,147,614,10.557,"bottom"
217,1,155,"center",1019,39,6,634,20.252,"bottom"
217,1,167,"TL",43,94,8,41,26.301,"bottom"
217,1,156,"center",1143,43,7,893,14.978,"bottom"
217,1,163,"BR",2326,12,4,1006,8.539,"bottom"
217,1,132,"1",2195,14,133,843,5.399,"bottom"
217,1,103,"1",1705,31,104,1165,9.518,"bottom"
217,1,150,"center",1181,60,1,1138,15.946,"bottom"
217,1,154,"center",1423,42,5,1200,14.136,"bottom"
217,1,142,"1",2383,4,143,917,11.826,"bottom"
217,1,145,"1",2454,2,146,359,9.872,"bottom"
217,1,114,"1",1947,24,115,1017,15.003,"bottom"
217,1,152,"center",1061,50,3,1014,10.71,"bottom"
217,1,127,"1",2151,16,128,781,7.559,"bottom"
217,1,159,"center",1453,61,10,1250,11.246,"bottom"
217,1,112,"1",1860,27,113,1172,4.881,"bottom"
217,1,144,"1",2448,2,145,552,13.326,"bottom"
217,1,121,"1",1990,19,122,1153,17.095,"bottom"
217,1,125,"1",2145,15,126,1045,5.783,"bottom"
217,1,137,"1",2271,8,138,242,10.122,"bottom"
217,1,157,"center",1413,47,8,1172,25.224,"bottom"
217,1,139,"1",2316,6,140,494,12.908,"bottom"
217,1,136,"1",2251,11,137,521,7.694,"bottom"
217,1,143,"1",2423,4,144,215,6.406,"bottom"
217,1,131,"1",2205,12,132,502,6.559,"bottom"
217,1,169,"TR",2326,82,10,2304,16.831,"bottom"
217,1,124,"1",2062,19,125,626,7.026,"bottom"
217,1,102,"1",1795,30,103,1180,10.955,"bottom"
217,1,101,"1",1745,30,102,1293,13.6,"bottom"
217,1,160,"BL",297,12,1,95,7.824,"bottom"
217,1,110,"1",1844,24,111,1045,12.58,"bottom"
217,1,135,"1",2223,11,136,1029,13.579,"bottom"
217,1,115,"1",1990,30,116,1219,18.335,"bottom"
217,1,104,"1",1722,31,105,1180,15.85,"bottom"
217,1,164,"BR",2161,15,5,1083,18.012,"bottom"
217,1,105,"1",1768,32,106,1176,9.537,"bottom"
217,1,148,"1",2461,1,149,87,10.622,"bottom"
217,1,147,"1",2463,2,148,301,4.076,"bottom"
217,1,109,"1",1830,26,110,1021,16.374,"bottom"
217,1,149,"1",2485,1,150,180,5.687,"bottom"
217,1,138,"1",2320,9,139,1014,16.187,"bottom"
217,1,153,"center",1494,40,4,1060,15.526,"bottom"
217,1,134,"1",2244,11,135,1246,13.081,"bottom"
217,1,118,"1",1968,21,119,893,19.345,"bottom"
217,1,140,"1",2345,7,141,506,11.09,"bottom"
217,1,168,"TL",174,82,9,169,13.738,"bottom"
217,1,123,"1",2078,17,124,1014,19.029,"bottom"
217,1,161,"BL",43,15,2,22,17.038,"bottom"
218,2,94,"1",1625,62,95,1556,18.408,"bottom"
218,2,64,"1",944,39,65,231,11.237,"bottom"
218,2,54,"1",969,31,55,215,12.895,"bottom"
218,2,69,"1",1076,45,70,456,22.302,"bottom"
218,2,19,"1",475,13,20,56,8.701,"bottom"
218,2,50,"1",970,32,51,157,11.765,"bottom"
218,2,93,"1",1682,58,94,1397,15.465,"bottom"
218,2,29,"1",662,20,30,91,16.062,"bottom"
218,2,4,"1",78,2,5,0,20.729,"bottom"
218,2,51,"1",898,33,52,118,15.545,"bottom"
218,2,26,"1",634,17,27,87,5.959,"bottom"
218,2,62,"1",1093,37,63,219,43.493,"bottom"
218,2,36,"1",784,22,37,130,21.355,"bottom"
218,2,42,"1",824,29,43,211,11.882,"bottom"
218,2,43,"1",763,29,44,204,12.962,"bottom"
218,2,87,"1",1511,56,88,1316,19.581,"bottom"
218,2,11,"1",190,9,12,6,11.584,"bottom"
218,2,44,"1",803,32,45,242,7.933,"bottom"
218,2,10,"1",177,6,11,6,8.229,"bottom"
218,2,76,"1",1234,47,77,789,22.351,"bottom"
218,2,59,"1",1001,39,60,332,13.593,"bottom"
218,2,23,"1",550,16,24,87,14.119,"bottom"
218,2,33,"1",651,21,34,177,9.55,"bottom"
218,2,89,"1",1524,58,90,1254,23.717,"bottom"
218,2,79,"1",1142,52,80,622,12.013,"bottom"
218,2,57,"1",1046,38,58,394,13.613,"bottom"
218,2,80,"1",1335,57,81,905,30.521,"bottom"
218,2,96,"1",1667,62,97,1339,11.264,"bottom"
218,2,13,"1",281,11,14,18,7.613,"bottom"
218,2,14,"1",321,11,15,29,6.852,"bottom"
218,2,81,"1",1305,54,82,715,20.304,"bottom"
218,2,63,"1",1128,39,64,537,12.675,"bottom"
218,2,38,"1",839,25,39,390,20.552,"bottom"
218,2,91,"1",1623,61,92,1393,9.055,"bottom"
218,2,39,"1",727,24,40,134,13.824,"bottom"
218,2,95,"1",1732,60,96,1397,30.295,"bottom"
218,2,92,"1",1603,60,93,1304,10.559,"bottom"
218,2,55,"1",973,37,56,308,24.24,"bottom"
218,2,82,"1",1446,57,83,1254,7.104,"bottom"
218,2,77,"1",1285,54,78,932,4.8,"bottom"
218,2,2,"1",24,2,3,2,19.248,"bottom"
218,2,22,"1",528,16,23,64,21.595,"bottom"
218,2,85,"1",1560,57,86,1285,10.842,"bottom"
218,2,27,"1",521,20,28,115,11.974,"bottom"
218,2,84,"1",1527,54,85,1184,8.579,"bottom"
218,2,5,"1",69,2,6,6,3.705,"bottom"
218,2,6,"1",83,4,7,14,4.124,"bottom"
218,2,28,"1",597,19,29,115,17.921,"bottom"
218,2,88,"1",1651,57,89,1328,7.805,"bottom"
218,2,74,"1",1307,45,75,963,5.084,"bottom"
218,2,97,"1",1704,59,98,1300,10.196,"bottom"
218,2,35,"1",696,24,36,200,16.485,"bottom"
218,2,49,"1",889,30,50,370,11.443,"bottom"
218,2,18,"1",387,12,19,33,3.941,"bottom"
218,2,15,"1",363,11,16,25,6.127,"bottom"
218,2,58,"1",977,38,59,440,25.098,"bottom"
218,2,86,"1",1508,59,87,1273,11.274,"bottom"
218,2,52,"1",877,33,53,200,9.785,"bottom"
218,2,83,"1",1462,59,84,1223,9.947,"bottom"
218,2,98,"1",1722,60,99,1424,15.293,"bottom"
218,2,60,"1",1039,33,61,301,9.966,"bottom"
218,2,78,"1",1496,54,79,1250,4.945,"bottom"
218,2,17,"1",359,14,18,76,7.375,"bottom"
218,2,66,"1",1191,45,67,715,16.315,"bottom"
218,2,30,"1",695,21,31,188,9.83,"bottom"
218,2,3,"1",31,2,4,0,9.939,"bottom"
218,2,21,"1",494,15,22,53,13.427,"bottom"
218,2,75,"1",1209,53,76,777,11.12,"bottom"
218,2,24,"1",542,15,25,130,7.959,"bottom"
218,2,61,"1",1013,40,62,444,15.094,"bottom"
218,2,25,"1",667,19,26,169,11.252,"bottom"
218,2,53,"1",919,37,54,332,17.91,"bottom"
218,2,47,"1",934,30,48,281,4.58,"bottom"
218,2,45,"1",846,31,46,200,5.3,"bottom"
218,2,65,"1",1111,40,66,421,15.221,"bottom"
218,2,8,"1",110,7,9,25,5.961,"bottom"
218,2,41,"1",749,28,42,239,10.833,"bottom"
218,2,90,"1",1483,61,91,1269,17.172,"bottom"
218,2,100,"1",1796,68,101,1545,12.55,"bottom"
218,2,12,"1",279,8,13,25,15.955,"bottom"
218,2,48,"1",874,30,49,297,13.671,"bottom"
218,2,37,"1",758,27,38,254,8.868,"bottom"
218,2,70,"1",1160,42,71,560,12.386,"bottom"
218,2,46,"1",813,31,47,339,5.858,"bottom"
218,2,34,"1",766,30,35,242,4.982,"bottom"
218,2,99,"1",1722,65,100,1560,9.31,"bottom"
218,2,1,"1",7,1,2,0,3.216,"bottom"
218,2,56,"1",973,33,57,72,4.138,"bottom"
218,2,72,"1",1277,50,73,870,11.824,"bottom"
218,2,9,"1",172,7,10,0,18.139,"bottom"
218,2,68,"1",1119,47,69,583,12.002,"bottom"
218,2,31,"1",687,21,32,208,9.654,"bottom"
218,2,40,"1",752,26,41,301,12.871,"bottom"
218,2,16,"1",416,12,17,18,6.181,"bottom"
218,2,0,"1",3,1,1,0,3.654,"bottom"
218,2,32,"1",615,21,33,149,9.725,"bottom"
218,2,67,"1",1170,44,68,576,9.867,"bottom"
218,2,7,"1",101,4,8,2,9.966,"bottom"
218,2,71,"1",1278,43,72,614,8.929,"bottom"
218,2,73,"1",1208,50,74,673,11.073,"bottom"
218,2,20,"1",483,14,21,45,9.193,"bottom"
218,2,160,"BL",297,12,1,29,15.645,"bottom"
218,2,116,"1",2001,69,117,1607,17.308,"bottom"
218,2,139,"1",2316,93,140,2188,16.041,"bottom"
218,2,124,"1",2062,78,125,1847,15.048,"bottom"
218,2,126,"1",2133,81,127,1831,26.736,"bottom"
218,2,162,"BL",174,3,3,0,7.166,"bottom"
218,2,106,"1",1744,66,107,1207,30.396,"bottom"
218,2,145,"1",2454,98,146,2347,34.747,"bottom"
218,2,154,"center",1423,42,5,905,20.1,"bottom"
218,2,167,"TL",43,94,8,33,10.064,"bottom"
218,2,105,"1",1768,70,106,1444,13.479,"bottom"
218,2,103,"1",1705,66,104,1374,8.454,"bottom"
218,2,117,"1",2007,73,118,1816,9.62,"bottom"
218,2,125,"1",2145,80,126,1924,15.785,"bottom"
218,2,108,"1",1775,69,109,1506,8.678,"bottom"
218,2,127,"1",2151,82,128,1955,16.983,"bottom"
218,2,133,"1",2234,85,134,1932,7.696,"bottom"
218,2,115,"1",1990,71,116,1517,8.425,"bottom"
218,2,170,"TR",2161,94,11,1998,18.61,"bottom"
218,2,102,"1",1795,66,103,1545,6.306,"bottom"
218,2,120,"1",2072,74,121,1610,7.648,"bottom"
218,2,163,"BR",2326,12,4,355,29.403,"bottom"
218,2,112,"1",1860,71,113,1452,16.022,"bottom"
218,2,110,"1",1844,69,111,1506,6.719,"bottom"
218,2,158,"center",1336,50,9,994,5.046,"bottom"
218,2,164,"BR",2161,15,5,339,4.406,"bottom"
218,2,169,"TR",2326,82,10,1936,14.073,"bottom"
218,2,118,"1",1968,69,119,1583,18.195,"bottom"
218,2,119,"1",1935,75,120,1564,9.782,"bottom"
218,2,171,"TR",2069,82,12,1835,6.989,"bottom"
218,2,114,"1",1947,72,115,1657,11.381,"bottom"
218,2,165,"BR",2069,3,6,41,8.243,"bottom"
218,2,155,"center",1019,39,6,506,14.153,"bottom"
218,2,138,"1",2320,92,139,2068,13.881,"bottom"
218,2,130,"1",2167,84,131,1889,26.525,"bottom"
218,2,111,"1",1872,73,112,1448,16.996,"bottom"
218,2,132,"1",2195,84,133,1870,20.184,"bottom"
218,2,128,"1",2146,78,129,1866,6.06,"bottom"
218,2,113,"1",1924,72,114,1560,4.681,"bottom"
218,2,151,"center",1116,50,2,645,6.068,"bottom"
218,2,149,"1",2485,100,150,0,118.105,"bottom"
218,2,107,"1",1874,64,108,1424,16.186,"bottom"
218,2,121,"1",1990,74,122,1680,19.013,"bottom"
218,2,136,"1",2251,88,137,2002,8.828,"bottom"
218,2,144,"1",2448,97,145,2308,25.311,"bottom"
218,2,157,"center",1413,47,8,994,11.74,"bottom"
218,2,141,"1",2321,95,142,0,4.99,"bottom"
218,2,152,"center",1061,50,3,622,10.449,"bottom"
218,2,153,"center",1494,40,4,676,14.1,"bottom"
218,2,143,"1",2423,97,144,2323,19.716,"bottom"
218,2,123,"1",2078,75,124,1866,17.119,"bottom"
218,2,122,"1",2062,76,123,1793,13.009,"bottom"
218,2,135,"1",2223,87,136,1982,13.567,"bottom"
218,2,142,"1",2383,97,143,0,5.292,"bottom"
218,2,159,"center",1453,61,10,1250,6.139,"bottom"
218,2,137,"1",2271,88,138,1979,14.973,"bottom"
218,2,168,"TL",174,82,9,0,15.778,"bottom"
218,2,156,"center",1143,43,7,692,29.336,"bottom"
218,2,140,"1",2345,93,141,2196,12.626,"bottom"
218,2,150,"center",1181,60,1,932,4.134,"bottom"
218,2,134,"1",2244,83,135,1975,13.267,"bottom"
218,2,101,"1",1745,69,102,1339,5.388,"bottom"
218,2,109,"1",1830,72,110,1514,5.81,"bottom"
218,2,166,"TL",297,82,7,196,12.638,"bottom"
218,2,148,"1",2461,100,149,2323,9.368,"bottom"
218,2,104,"1",1722,64,105,1347,23.405,"bottom"
218,2,147,"1",2463,99,148,2362,13.188,"bottom"
218,2,129,"1",2172,83,130,2013,9.077,"bottom"
218,2,131,"1",2205,82,132,2041,4.037,"bottom"
218,2,161,"BL",43,15,2,0,7.103,"bottom"
218,2,146,"1",2456,99,147,2347,14.386,"bottom"
219,2,82,"1",1446,57,83,525,11.809,"top"
219,2,11,"1",190,9,12,29,10.274,"top"
219,2,60,"1",1039,33,61,347,13.032,"top"
219,2,55,"1",973,37,56,304,8.183,"top"
219,2,27,"1",521,20,28,153,8.08,"top"
219,2,52,"1",877,33,53,215,11.558,"top"
219,2,90,"1",1483,61,91,665,14.503,"top"
219,2,80,"1",1335,57,81,630,13.28,"top"
219,2,74,"1",1307,45,75,498,12.931,"top"
219,2,96,"1",1667,62,97,781,14.937,"top"
219,2,22,"1",528,16,23,134,5.428,"top"
219,2,94,"1",1625,62,95,607,6.518,"top"
219,2,99,"1",1722,65,100,692,17.071,"top"
219,2,95,"1",1732,60,96,688,7.382,"top"
219,2,34,"1",766,30,35,184,6.532,"top"
219,2,98,"1",1722,60,99,696,13.076,"top"
219,2,57,"1",1046,38,58,347,9.066,"top"
219,2,1,"1",7,1,2,2,20.336,"top"
219,2,71,"1",1278,43,72,463,11.786,"top"
219,2,50,"1",970,32,51,208,30.304,"top"
219,2,76,"1",1234,47,77,518,10.083,"top"
219,2,79,"1",1142,52,80,459,15.116,"top"
219,2,5,"1",69,2,6,0,6.688,"top"
219,2,17,"1",359,14,18,33,7.984,"top"
219,2,39,"1",727,24,40,64,10.821,"top"
219,2,20,"1",483,14,21,25,8.071,"top"
219,2,3,"1",31,2,4,0,8.871,"top"
219,2,8,"1",110,7,9,2,13.506,"top"
219,2,65,"1",1111,40,66,401,9.886,"top"
219,2,58,"1",977,38,59,91,4.042,"top"
219,2,81,"1",1305,54,82,525,9.36,"top"
219,2,100,"1",1796,68,101,688,7.37,"top"
219,2,0,"1",3,1,1,0,11.827,"top"
219,2,31,"1",687,21,32,64,3.122,"top"
219,2,33,"1",651,21,34,41,2.857,"top"
219,2,42,"1",824,29,43,149,2.994,"top"
219,2,63,"1",1128,39,64,394,5.893,"top"
219,2,23,"1",550,16,24,22,13.689,"top"
219,2,78,"1",1496,54,79,494,6.481,"top"
219,2,16,"1",416,12,17,10,7.199,"top"
219,2,13,"1",281,11,14,0,3.72,"top"
219,2,87,"1",1511,56,88,541,11.854,"top"
219,2,7,"1",101,4,8,0,8.364,"top"
219,2,53,"1",919,37,54,60,5.43,"top"
219,2,18,"1",387,12,19,0,3.024,"top"
219,2,19,"1",475,13,20,14,2.425,"top"
219,2,4,"1",78,2,5,0,5.514,"top"
219,2,92,"1",1603,60,93,707,12.111,"top"
219,2,36,"1",784,22,37,56,4.556,"top"
219,2,28,"1",597,19,29,49,9.97,"top"
219,2,12,"1",279,8,13,72,2.764,"top"
219,2,83,"1",1462,59,84,541,3.074,"top"
219,2,47,"1",934,30,48,149,2.742,"top"
219,2,32,"1",615,21,33,14,2.732,"top"
219,2,37,"1",758,27,38,215,6.142,"top"
219,2,64,"1",944,39,65,324,3.419,"top"
219,2,35,"1",696,24,36,149,4.803,"top"
219,2,91,"1",1623,61,92,843,5.67,"top"
219,2,49,"1",889,30,50,107,6.646,"top"
219,2,69,"1",1076,45,70,440,4.156,"top"
219,2,56,"1",973,33,57,33,9.786,"top"
219,2,51,"1",898,33,52,25,12.286,"top"
219,2,45,"1",846,31,46,45,5.02,"top"
219,2,26,"1",634,17,27,56,2.858,"top"
219,2,46,"1",813,31,47,161,8.541,"top"
219,2,21,"1",494,15,22,60,5.314,"top"
219,2,25,"1",667,19,26,177,3.97,"top"
219,2,9,"1",172,7,10,41,5.369,"top"
219,2,30,"1",695,21,31,60,3.193,"top"
219,2,72,"1",1277,50,73,444,3.212,"top"
219,2,40,"1",752,26,41,72,5.604,"top"
219,2,93,"1",1682,58,94,622,11.231,"top"
219,2,38,"1",839,25,39,80,3.145,"top"
219,2,70,"1",1160,42,71,483,8.117,"top"
219,2,10,"1",177,6,11,0,2.969,"top"
219,2,89,"1",1524,58,90,750,10.303,"top"
219,2,24,"1",542,15,25,68,7.312,"top"
219,2,97,"1",1704,59,98,793,12.432,"top"
219,2,62,"1",1093,37,63,149,5.917,"top"
219,2,73,"1",1208,50,74,506,4.044,"top"
219,2,77,"1",1285,54,78,552,3.026,"top"
219,2,68,"1",1119,47,69,525,13.671,"top"
219,2,85,"1",1560,57,86,669,9.325,"top"
219,2,43,"1",763,29,44,91,6.531,"top"
219,2,14,"1",321,11,15,29,4.454,"top"
219,2,29,"1",662,20,30,111,11.561,"top"
219,2,48,"1",874,30,49,91,7.684,"top"
219,2,86,"1",1508,59,87,673,9.894,"top"
219,2,61,"1",1013,40,62,397,20.569,"top"
219,2,6,"1",83,4,7,6,3.738,"top"
219,2,2,"1",24,2,3,0,2.933,"top"
219,2,44,"1",803,32,45,0,4.723,"top"
219,2,66,"1",1191,45,67,490,10.382,"top"
219,2,75,"1",1209,53,76,2500,11.31,"top"
219,2,59,"1",1001,39,60,231,7.248,"top"
219,2,54,"1",969,31,55,347,3.239,"top"
219,2,88,"1",1651,57,89,952,4.698,"top"
219,2,15,"1",363,11,16,64,3.045,"top"
219,2,84,"1",1527,54,85,754,5.304,"top"
219,2,41,"1",749,28,42,142,4.334,"top"
219,2,67,"1",1170,44,68,514,3.336,"top"
219,2,121,"1",1990,74,122,1579,19.106,"top"
219,2,128,"1",2146,78,129,1827,19.722,"top"
219,2,113,"1",1924,72,114,1421,5.019,"top"
219,2,102,"1",1795,66,103,1246,6.924,"top"
219,2,111,"1",1872,73,112,1409,4.179,"top"
219,2,140,"1",2345,93,141,2323,8.664,"top"
219,2,147,"1",2463,99,148,2475,15.231,"top"
219,2,166,"TL",297,82,7,192,8.281,"top"
219,2,123,"1",2078,75,124,1781,4.996,"top"
219,2,141,"1",2321,95,142,2230,4.468,"top"
219,2,162,"BL",174,3,3,29,3.325,"top"
219,2,127,"1",2151,82,128,1975,4.101,"top"
219,2,117,"1",2007,73,118,1862,4.6,"top"
219,2,159,"center",1453,61,10,1021,11.523,"top"
219,2,170,"TR",2161,94,11,1909,4.828,"top"
219,2,139,"1",2316,93,140,1948,4.612,"top"
219,2,160,"BL",297,12,1,29,3.236,"top"
219,2,118,"1",1968,69,119,1479,5.442,"top"
219,2,135,"1",2223,87,136,2087,9.224,"top"
219,2,120,"1",2072,74,121,1649,8.333,"top"
219,2,142,"1",2383,97,143,2157,7.09,"top"
219,2,137,"1",2271,88,138,1998,19.685,"top"
219,2,169,"TR",2326,82,10,1862,12.127,"top"
219,2,104,"1",1722,64,105,878,8.202,"top"
219,2,107,"1",1874,64,108,769,3.802,"top"
219,2,156,"center",1143,43,7,355,2.411,"top"
219,2,126,"1",2133,81,127,1734,5.044,"top"
219,2,110,"1",1844,69,111,1010,13.149,"top"
219,2,152,"center",1061,50,3,518,2.584,"top"
219,2,131,"1",2205,82,132,1188,8.273,"top"
219,2,101,"1",1745,69,102,940,14.699,"top"
219,2,130,"1",2167,84,131,1037,8.672,"top"
219,2,171,"TR",2069,82,12,1130,5.185,"top"
219,2,105,"1",1768,70,106,839,4.04,"top"
219,2,138,"1",2320,92,139,1234,5.564,"top"
219,2,108,"1",1775,69,109,870,15.265,"top"
219,2,155,"center",1019,39,6,250,3.7,"top"
219,2,106,"1",1744,66,107,506,9.262,"top"
219,2,149,"1",2485,100,150,2500,6.889,"top"
219,2,122,"1",2062,76,123,952,5.219,"top"
219,2,151,"center",1116,50,2,432,2.475,"top"
219,2,157,"center",1413,47,8,572,2.894,"top"
219,2,143,"1",2423,97,144,2405,9.285,"top"
219,2,146,"1",2456,99,147,2416,6.135,"top"
219,2,161,"BL",43,15,2,29,5.439,"top"
219,2,136,"1",2251,88,137,2099,8.82,"top"
219,2,114,"1",1947,72,115,936,8.391,"top"
219,2,132,"1",2195,84,133,1068,10.858,"top"
219,2,158,"center",1336,50,9,545,8.851,"top"
219,2,125,"1",2145,80,126,1180,9.497,"top"
219,2,148,"1",2461,100,149,2500,15.244,"top"
219,2,103,"1",1705,66,104,661,12.637,"top"
219,2,167,"TL",43,94,8,37,7.989,"top"
219,2,134,"1",2244,83,135,1021,7.861,"top"
219,2,168,"TL",174,82,9,103,10.611,"top"
219,2,165,"BR",2069,3,6,68,3.212,"top"
219,2,144,"1",2448,97,145,2292,6.646,"top"
219,2,116,"1",2001,69,117,1227,8.996,"top"
219,2,115,"1",1990,71,116,1254,3.168,"top"
219,2,109,"1",1830,72,110,967,5.352,"top"
219,2,154,"center",1423,42,5,653,4.865,"top"
219,2,145,"1",2454,98,146,2331,6.954,"top"
219,2,129,"1",2172,83,130,1545,2.655,"top"
219,2,150,"center",1181,60,1,587,9.025,"top"
219,2,164,"BR",2161,15,5,304,5.286,"top"
219,2,133,"1",2234,85,134,1820,3.239,"top"
219,2,124,"1",2062,78,125,1312,2.934,"top"
219,2,163,"BR",2326,12,4,53,5.49,"top"
219,2,112,"1",1860,71,113,870,4.31,"top"
219,2,119,"1",1935,75,120,804,19.575,"top"
219,2,153,"center",1494,40,4,479,5.915,"top"
220,2,52,"1",877,33,53,91,17.234,"bottom"
220,2,81,"1",1305,54,82,704,20.156,"bottom"
220,2,70,"1",1160,42,71,483,12.132,"bottom"
220,2,43,"1",763,29,44,76,11.617,"bottom"
220,2,35,"1",696,24,36,56,11.308,"bottom"
220,2,6,"1",83,4,7,6,20.17,"bottom"
220,2,69,"1",1076,45,70,409,13.518,"bottom"
220,2,90,"1",1483,61,91,1172,11.494,"bottom"
220,2,67,"1",1170,44,68,494,13.923,"bottom"
220,2,93,"1",1682,58,94,1250,8.749,"bottom"
220,2,91,"1",1623,61,92,1219,13.073,"bottom"
220,2,94,"1",1625,62,95,1223,10.611,"bottom"
220,2,25,"1",667,19,26,153,6.441,"bottom"
220,2,87,"1",1511,56,88,901,24.829,"bottom"
220,2,45,"1",846,31,46,149,8.346,"bottom"
220,2,48,"1",874,30,49,130,7.244,"bottom"
220,2,39,"1",727,24,40,103,8.709,"bottom"
220,2,95,"1",1732,60,96,1393,10.392,"bottom"
220,2,100,"1",1796,68,101,1335,6.435,"bottom"
220,2,21,"1",494,15,22,64,3.513,"bottom"
220,2,27,"1",521,20,28,49,8.7,"bottom"
220,2,62,"1",1093,37,63,343,12.087,"bottom"
220,2,75,"1",1209,53,76,614,6.862,"bottom"
220,2,71,"1",1278,43,72,533,8.252,"bottom"
220,2,51,"1",898,33,52,196,14.366,"bottom"
220,2,20,"1",483,14,21,56,3.192,"bottom"
220,2,3,"1",31,2,4,6,14.921,"bottom"
220,2,76,"1",1234,47,77,483,7.673,"bottom"
220,2,58,"1",977,38,59,165,8.51,"bottom"
220,2,22,"1",528,16,23,76,8.485,"bottom"
220,2,2,"1",24,2,3,2,7.814,"bottom"
220,2,54,"1",969,31,55,196,7.426,"bottom"
220,2,53,"1",919,37,54,192,12.925,"bottom"
220,2,82,"1",1446,57,83,851,11.896,"bottom"
220,2,11,"1",190,9,12,10,12.667,"bottom"
220,2,74,"1",1307,45,75,533,8.133,"bottom"
220,2,32,"1",615,21,33,134,5.527,"bottom"
220,2,64,"1",944,39,65,297,7.068,"bottom"
220,2,29,"1",662,20,30,122,30.158,"bottom"
220,2,26,"1",634,17,27,76,6.425,"bottom"
220,2,17,"1",359,14,18,37,5.583,"bottom"
220,2,4,"1",78,2,5,6,14.539,"bottom"
220,2,36,"1",784,22,37,84,16.513,"bottom"
220,2,8,"1",110,7,9,14,7.555,"bottom"
220,2,34,"1",766,30,35,149,13.476,"bottom"
220,2,16,"1",416,12,17,60,4.577,"bottom"
220,2,46,"1",813,31,47,165,4.002,"bottom"
220,2,14,"1",321,11,15,29,5.475,"bottom"
220,2,92,"1",1603,60,93,1107,10.084,"bottom"
220,2,38,"1",839,25,39,103,8.415,"bottom"
220,2,63,"1",1128,39,64,304,7.53,"bottom"
220,2,78,"1",1496,54,79,618,5.438,"bottom"
220,2,96,"1",1667,62,97,789,5.659,"bottom"
220,2,84,"1",1527,54,85,990,8.054,"bottom"
220,2,19,"1",475,13,20,45,7.637,"bottom"
220,2,47,"1",934,30,48,200,11.113,"bottom"
220,2,18,"1",387,12,19,41,7.72,"bottom"
220,2,97,"1",1704,59,98,1095,5.184,"bottom"
220,2,0,"1",3,1,1,2,15.529,"bottom"
220,2,56,"1",973,33,57,169,9.187,"bottom"
220,2,23,"1",550,16,24,84,9.786,"bottom"
220,2,99,"1",1722,65,100,1157,10.249,"bottom"
220,2,73,"1",1208,50,74,673,5.829,"bottom"
220,2,31,"1",687,21,32,87,9.777,"bottom"
220,2,44,"1",803,32,45,277,7.882,"bottom"
220,2,79,"1",1142,52,80,665,11.55,"bottom"
220,2,9,"1",172,7,10,6,21.844,"bottom"
220,2,33,"1",651,21,34,107,8.908,"bottom"
220,2,86,"1",1508,59,87,905,8.632,"bottom"
220,2,15,"1",363,11,16,33,11.27,"bottom"
220,2,10,"1",177,6,11,14,13.678,"bottom"
220,2,77,"1",1285,54,78,711,9.317,"bottom"
220,2,68,"1",1119,47,69,518,10.33,"bottom"
220,2,42,"1",824,29,43,188,5.03,"bottom"
220,2,30,"1",695,21,31,180,9.4,"bottom"
220,2,28,"1",597,19,29,142,7.657,"bottom"
220,2,59,"1",1001,39,60,324,6.274,"bottom"
220,2,24,"1",542,15,25,95,8.58,"bottom"
220,2,89,"1",1524,58,90,897,14.501,"bottom"
220,2,12,"1",279,8,13,6,4.718,"bottom"
220,2,98,"1",1722,60,99,1188,8.471,"bottom"
220,2,55,"1",973,37,56,351,6.438,"bottom"
220,2,80,"1",1335,57,81,893,12.345,"bottom"
220,2,66,"1",1191,45,67,483,6.652,"bottom"
220,2,49,"1",889,30,50,215,9.811,"bottom"
220,2,65,"1",1111,40,66,459,9.183,"bottom"
220,2,60,"1",1039,33,61,312,8.683,"bottom"
220,2,37,"1",758,27,38,180,9.408,"bottom"
220,2,40,"1",752,26,41,192,3.146,"bottom"
